,Name,Party,Position,Score,State,Tenure,YOB
755,"Paulsen, Erik",R,Rep,-25918000000.0,MN,5,1965
756,"Perriello, Tom",D,Rep,-30000000.0,VA,1,1974
757,"Peters, Gary C.",D,Rep,-30000000.0,MI,3,1958
758,"Pierluisi, Pedro",R,Rep,0.0,PR,4,1959
759,"Pingree, Chellie",D,Rep,-33000000.0,ME,5,1955
760,"Polis, Jared",D,Rep,82000000.0,CO,5,1975
761,"Posey, Bill",R,Rep,-25888000000.0,FL,5,1947
762,"Quigley, Mike",D,Rep,82000000.0,IL,5,1958
763,"Reed, Thomas W. II",R,Rep,-25888000000.0,NY,5,1971
764,"Roe, David P. (Phil)",R,Rep,-25888000000.0,TN,5,1945
765,"Rooney, Thomas J.",R,Rep,-25885000000.0,FL,5,1970
766,"Sablan, Gregorio Kilili Camacho",D,Rep,0.0,MP,5,1955
767,"Schauer, Mark H.",D,Rep,-30000000.0,MI,1,1961
768,"Schock, Aaron",R,Rep,-25885000000.0,IL,4,1981
769,"Schrader, Kurt",D,Rep,82000000.0,OR,5,1951
770,"Stutzman, Marlin",R,Rep,-25885000000.0,IN,4,1976
771,"Teague, Harry",D,Rep,-30000000.0,NM,1,1949
772,"Thompson, Glenn",R,Rep,-25888000000.0,PA,5,1959
773,"Titus, Alice (Dina)",D,Rep,-33000000.0,NV,4,1950
774,"Tonko, Paul",D,Rep,-33000000.0,NY,5,1949
775,"Adams, Sandra (Sandy)",R,Rep,115000000.0,FL,1,1956
776,"Amash, Justin",R,Rep,112000000.0,MI,4,1980
777,"Amodei, Mark E.",R,Rep,-25888000000.0,NV,4,1958
778,"Barber, Ron",D,Rep,0.0,AZ,2,1945
779,"Barletta, Lou",R,Rep,-25888000000.0,PA,4,1956
780,"Bass, Karen",D,Rep,0.0,CA,4,1953
781,"Benishek, Dan",R,Rep,-25885000000.0,MI,3,1952
782,"Berg, Rick",R,Rep,115000000.0,ND,1,1959
783,"Black, Diane",R,Rep,-25888000000.0,TN,4,1951
784,"Bonamici, Suzanne",D,Rep,-3000000.0,OR,4,1954
785,"Brooks, Mo",R,Rep,-25888000000.0,AL,4,1954
786,"Bucshon, Larry",R,Rep,-25888000000.0,IN,4,1962
787,"Buerkle, Ann Marie",R,Rep,115000000.0,NY,1,1951
788,"Canseco, Francisco Raul (Quico)",R,Rep,115000000.0,TX,1,1949
789,"Carney, John C., Jr.",D,Rep,115000000.0,DE,3,1956
790,"Cicilline, David N.",D,Rep,-3000000.0,RI,4,1961
791,"Clarke, Hansen",D,Rep,0.0,MI,1,1957
792,"Cravaack, Chip",R,Rep,115000000.0,MN,1,1959
793,"Crawford, Rick",R,Rep,-25888000000.0,AR,4,1966
794,"Curson, David Alan",D,Rep,0.0,MI,1,1948
795,"Delbene, Suzan K.",D,Rep,0.0,WA,4,1962
796,"Denham, Jeff",R,Rep,-25888000000.0,CA,4,1967
797,"Desjarlais, Scott",R,Rep,0.0,TN,4,1964
798,"Dold, Robert",R,Rep,115000000.0,IL,2,1969
799,"Duffy, Sean",R,Rep,-25888000000.0,WI,4,1971
800,"Duncan, Jeff",R,Rep,-25888000000.0,SC,4,1966
801,"Ellmers, Renee",R,Rep,-25885000000.0,NC,3,1964
802,"Farenthold, Blake",R,Rep,-25888000000.0,TX,4,1961
803,"Fincher, Stephen Lee",R,Rep,-25885000000.0,TN,3,1973
804,"Fleischmann, Chuck",R,Rep,-25888000000.0,TN,4,1962
805,"Flores, Bill",R,Rep,-25888000000.0,TX,4,1954
806,"Gardner, Cory",R,Rep,115000000.0,CO,2,1974
807,"Gibbs, Bob",R,Rep,-25888000000.0,OH,4,1954
808,"Gibson, Christopher",R,Rep,115000000.0,NY,3,1964
809,"Gosar, Paul",R,Rep,-25888000000.0,AZ,4,1958
810,"Gowdy, Trey",R,Rep,-25888000000.0,SC,4,1964
811,"Griffin, Tim",R,Rep,-25885000000.0,AR,2,1968
812,"Griffith, H. Morgan",R,Rep,-25885000000.0,VA,4,1958
813,"Grimm, Michael G.",R,Rep,115000000.0,NY,2,1970
814,"Guinta, Frank",R,Rep,115000000.0,NH,2,1970
815,"Hahn, Janice",D,Rep,0.0,CA,3,1952
816,"Hanabusa, Colleen",D,Rep,0.0,HI,4,1951
817,"Hanna, Richard",R,Rep,115000000.0,NY,3,1951
818,"Harris, Andy",R,Rep,-25888000000.0,MD,4,1957
819,"Hartzler, Vicky",R,Rep,-25888000000.0,MO,4,1960
820,"Hayworth, Nan",R,Rep,115000000.0,NY,1,1959
821,"Heck, Joe",R,Rep,-25885000000.0,NV,3,1961
822,"Herrera beutler, Jaime",R,Rep,0.0,WA,4,1978
823,"Hochul, Kathleen C.",D,Rep,0.0,NY,1,1958
824,"Huelskamp, Tim",R,Rep,-25885000000.0,KS,3,1968
825,"Huizenga, Bill",R,Rep,-25888000000.0,MI,4,1969
826,"Hultgren, Randy",R,Rep,-25888000000.0,IL,4,1966
827,"Hurt, Robert",R,Rep,-25885000000.0,VA,3,1969
828,"Johnson, Bill",R,Rep,-25888000000.0,OH,4,1954
829,"Keating, William R.",D,Rep,-3000000.0,MA,4,1952
830,"Kelly, Mike",R,Rep,-25888000000.0,PA,4,1948
831,"Kinzinger, Adam",R,Rep,-25888000000.0,IL,4,1978
832,"Labrador, Raúl R.",R,Rep,-25888000000.0,ID,4,1967
833,"Landry, Jeff",R,Rep,115000000.0,LA,1,1970
834,"Lankford, James",R,Rep,-25885000000.0,OK,2,1968
835,"Long, Billy",R,Rep,-25888000000.0,MO,4,1955
836,"Marino, Thomas A.",R,Rep,-25888000000.0,PA,4,1952
837,"Massie, Thomas",R,Rep,-3000000.0,KY,4,1971
838,"Mckinley, David",R,Rep,0.0,WV,4,1947
839,"Meehan, Patrick",R,Rep,-25888000000.0,PA,4,1955
840,"Mulvaney, Mick",R,Rep,-25885000000.0,SC,4,1967
841,"Noem, Kristi",R,Rep,-25888000000.0,SD,4,1971
842,"Nugent, Richard",R,Rep,-25885000000.0,FL,3,1951
843,"Nunnelee, Alan",R,Rep,-25885000000.0,MS,3,1958
844,"Palazzo, Steven",R,Rep,-25888000000.0,MS,4,1970
845,"Payne, Donald, Jr.",D,Rep,0.0,NJ,4,1958
846,"Pompeo, Mike",R,Rep,-25885000000.0,KS,4,1963
847,"Quayle, Ben",R,Rep,115000000.0,AZ,1,1976
848,"Renacci, Jim",R,Rep,-25888000000.0,OH,4,1958
849,"Ribble, Reid",R,Rep,-25885000000.0,WI,3,1956
850,"Richmond, Cedric",D,Rep,115000000.0,LA,4,1973
851,"Rigell, E. Scott",R,Rep,-25885000000.0,VA,3,1960
852,"Rivera, David",R,Rep,115000000.0,FL,1,1965
853,"Roby, Martha",R,Rep,-25888000000.0,AL,4,1976
854,"Rokita, Todd",R,Rep,-25888000000.0,IN,4,1970
855,"Ross, Dennis",R,Rep,-25888000000.0,FL,4,1959
856,"Runyan, Jon",R,Rep,115000000.0,NJ,2,1973
857,"Schilling, Bobby",R,Rep,115000000.0,IL,1,1964
858,"Schweikert, David",R,Rep,-25888000000.0,AZ,4,1962
859,"Scott, Austin",R,Rep,0.0,GA,4,1969
860,"Scott, Tim",R,Rep,115000000.0,SC,1,1965
861,"Sewell, Terri",D,Rep,112000000.0,AL,4,1965
862,"Southerland, Steve",R,Rep,-25885000000.0,FL,2,1965
863,"Stivers, Steve",R,Rep,-25888000000.0,OH,4,1965
864,"Tipton, Scott",R,Rep,-25888000000.0,CO,4,1956
865,"Turner, Robert L.",R,Rep,115000000.0,NY,1,1941
866,"Walsh, Joe",R,Rep,115000000.0,IL,1,1961
867,"Webster, Daniel A.",R,Rep,-25888000000.0,FL,4,1949
868,"West, Allen",R,Rep,115000000.0,FL,1,1961
869,"Wilson, Frederica",D,Rep,0.0,FL,4,1942
870,"Womack, Steve",R,Rep,-25888000000.0,AR,4,1957
871,"Woodall, Rob",R,Rep,-25888000000.0,GA,4,1970
872,"Yoder, Kevin",R,Rep,-25888000000.0,KS,4,1976
873,"Young, Todd",R,Rep,-25885000000.0,IN,3,1972
874,"Adams, Alma",D,Rep,-3000000.0,NC,3,1946
875,"Barr, Garland H. (Andy) IV",R,Rep,-26003000000.0,KY,3,1973
876,"Beatty, Joyce",D,Rep,-3000000.0,OH,3,1950
877,"Bentivolio, Kerry",R,Rep,-26000000000.0,MI,1,1951
878,"Bera, Ami",D,Rep,-3000000.0,CA,3,1965
879,"Brat, David A.",R,Rep,-3000000.0,VA,3,1964
880,"Bridenstine, Jim",R,Rep,-3000000.0,OK,3,1975
881,"Brooks, Susan",R,Rep,-26003000000.0,IN,3,1960
882,"Brownley, Julia",D,Rep,-3000000.0,CA,3,1952
883,"Bustos, Cheri",D,Rep,-3000000.0,IL,3,1961
884,"Byrne, Bradley",R,Rep,-3000000.0,AL,3,1955
885,"Cárdenas, Tony",D,Rep,0.0,CA,3,1963
886,"Cartwright, Matt",D,Rep,-3000000.0,PA,3,1961
887,"Castro, Joaquin",D,Rep,-3000000.0,TX,3,1974
888,"Clark, Katherine M.",D,Rep,-3000000.0,MA,3,1963
889,"Clawson, Curt",R,Rep,0.0,FL,2,1959
890,"Collins, Chris",R,Rep,-26003000000.0,NY,3,1950
891,"Collins, Doug",R,Rep,-26003000000.0,GA,3,1966
892,"Cook, Paul",R,Rep,-3000000.0,CA,3,1943
893,"Cotton, Tom",R,Rep,-26000000000.0,AR,1,1977
894,"Cramer, Kevin",R,Rep,-26003000000.0,ND,3,1961
895,"Daines, Steve",R,Rep,-26000000000.0,MT,1,1962
896,"Davis, Rodney",R,Rep,0.0,IL,3,1970
897,"Delaney, John",D,Rep,-3000000.0,MD,3,1963
898,"Desantis, Ron",R,Rep,0.0,FL,3,1978
899,"Duckworth, Tammy",D,Rep,0.0,IL,2,1968
900,"Enyart, Bill",D,Rep,0.0,IL,1,1949
901,"Esty, Elizabeth",D,Rep,-3000000.0,CT,3,1959
902,"Frankel, Lois",D,Rep,-3000000.0,FL,3,1948
903,"Gabbard, Tulsi",D,Rep,-3000000.0,HI,3,1981
904,"Gallego, Pete P.",D,Rep,0.0,TX,1,1961
905,"Garcia, Joe",D,Rep,0.0,FL,1,1963
906,"Heck, Denny",D,Rep,-3000000.0,WA,3,1952
907,"Holding, George E.B.",R,Rep,-26003000000.0,NC,3,1968
908,"Horsford, Steven",D,Rep,0.0,NV,1,1973
909,"Hudson, Richard",R,Rep,-26003000000.0,NC,3,1971
910,"Huffman, Jared",D,Rep,-3000000.0,CA,3,1964
911,"Jeffries, Hakeem",D,Rep,0.0,NY,3,1970
912,"Jolly, David W.",R,Rep,0.0,FL,2,1972
913,"Joyce, David",R,Rep,-3000000.0,OH,3,1957
914,"Kelly, Robin L.",D,Rep,0.0,IL,3,1956
915,"Kennedy, Joseph P. III",D,Rep,-3000000.0,MA,3,1980
916,"Kildee, Dan",D,Rep,-3000000.0,MI,3,1958
917,"Kilmer, Derek",D,Rep,-3000000.0,WA,3,1974
918,"Kuster, Ann McLane",D,Rep,-3000000.0,NH,3,1956
919,"Lamalfa, Doug",R,Rep,0.0,CA,3,1960
920,"Lowenthal, Alan",D,Rep,-3000000.0,CA,3,1941
921,"Lujan grisham, Michelle",D,Rep,0.0,NM,3,1959
922,"Maloney, Sean Patrick",D,Rep,0.0,NY,3,1966
923,"Mcallister, Vance M.",R,Rep,0.0,LA,1,1974
924,"Meadows, Mark",R,Rep,-26003000000.0,NC,3,1959
925,"Meng, Grace",D,Rep,-3000000.0,NY,3,1975
926,"Messer, Luke",R,Rep,-26003000000.0,IN,3,1969
927,"Mullin, Markwayne",R,Rep,-26003000000.0,OK,3,1977
928,"Negrete mcleod, Gloria",D,Rep,0.0,CA,1,1941
929,"Nolan, Richard Michael",D,Rep,-3000000.0,MN,3,1943
930,"Norcross, Donald",D,Rep,0.0,NJ,3,1958
931,"O'rourke, Beto",D,Rep,0.0,TX,3,1972
932,"Perry, Scott",R,Rep,-26003000000.0,PA,3,1962
933,"Peters, Scott",D,Rep,-3000000.0,CA,3,1958
934,"Pittenger, Robert",R,Rep,-26003000000.0,NC,3,1948
935,"Pocan, Mark",D,Rep,0.0,WI,3,1964
936,"Radel, Trey",R,Rep,-26000000000.0,FL,1,1976
937,"Rice, Tom",R,Rep,-26003000000.0,SC,3,1957
938,"Rothfus, Keith",R,Rep,-26003000000.0,PA,3,1962
939,"Ruiz, Raul",D,Rep,-3000000.0,CA,3,1972
940,"Schneider, Brad",D,Rep,-3000000.0,IL,2,1961
941,"Sinema, Kyrsten",D,Rep,-3000000.0,AZ,3,1976
942,"Smith, Jason",R,Rep,-3000000.0,MO,3,1980
943,"Stewart, Chris",R,Rep,-26003000000.0,UT,3,1960
944,"Stockman, Steve",R,Rep,-26000000000.0,TX,1,1956
945,"Swalwell, Eric",D,Rep,-3000000.0,CA,3,1980
946,"Takano, Mark",D,Rep,-3000000.0,CA,3,1960
947,"Valadao, David G.",R,Rep,-26003000000.0,CA,3,1977
948,"Vargas, Juan",D,Rep,0.0,CA,3,1961
949,"Veasey, Marc",D,Rep,-3000000.0,TX,3,1971
950,"Vela, Filemon",D,Rep,-3000000.0,TX,3,1963
951,"Wagner, Ann",R,Rep,-26003000000.0,MO,3,1962
952,"Walorski, Jackie",R,Rep,-26003000000.0,IN,3,1963
953,"Weber, Randy",R,Rep,-26000000000.0,TX,3,1953
954,"Wenstrup, Brad",R,Rep,-26003000000.0,OH,3,1958
955,"Williams, Roger",R,Rep,-26003000000.0,TX,3,1949
956,"Yoho, Ted",R,Rep,-26003000000.0,FL,3,1955
957,"Abraham, Ralph",R,Rep,-3000000.0,LA,2,1954
958,"Aguilar, Peter Rey",D,Rep,-3000000.0,CA,2,1979
959,"Allen, Rick W.",R,Rep,-3000000.0,GA,2,1951
960,"Ashford, John Bradley",D,Rep,0.0,NE,1,1949
961,"Babin, Brian",R,Rep,-3000000.0,TX,2,1948
962,"Beyer, Donald Sternoff Jr.",D,Rep,0.0,VA,2,1950
963,"Bishop, Michael Dean",R,Rep,-3000000.0,MI,2,1967
964,"Blum, Rod",R,Rep,-3000000.0,IA,2,1955
965,"Bost, Mike",R,Rep,-3000000.0,IL,2,1960
966,"Boyle, Brendan Francis",D,Rep,0.0,PA,2,1977
967,"Buck, Kenneth Robert",R,Rep,-3000000.0,CO,2,1959
968,"Carter, Buddy",R,Rep,-3000000.0,GA,2,1957
969,"Comer, James",R,Rep,-3000000.0,KY,2,1972
970,"Comstock, Barbara J.",R,Rep,-3000000.0,VA,2,1959
971,"Costello, Ryan",R,Rep,-3000000.0,PA,2,1976
972,"Curbelo, Carlos",R,Rep,-3000000.0,FL,2,1980
973,"Davidson, Warren",R,Rep,-3000000.0,OH,2,1970
974,"Desaulnier, Mark James",D,Rep,0.0,CA,2,1952
975,"Dingell, Debbie",D,Rep,-3000000.0,MI,2,1953
976,"Donovan, Daniel M., Jr.",R,Rep,-3000000.0,NY,2,1956
977,"Emmer, Thomas Earl II",R,Rep,-3000000.0,MN,2,1961
978,"Evans, Dwight",D,Rep,0.0,PA,2,1954
979,"Gallego, Ruben",D,Rep,-3000000.0,AZ,2,1979
980,"Graham, Gwendolyn (Gwen)",D,Rep,0.0,FL,1,1963
981,"Graves, Garret",R,Rep,-3000000.0,LA,2,1972
982,"Grothman, Glenn",R,Rep,-3000000.0,WI,2,1955
983,"Hardy, Cresent Leo",R,Rep,0.0,NV,1,1957
984,"Hice, Jody Brownlow",R,Rep,0.0,GA,2,1960
985,"Hill, French",R,Rep,-3000000.0,AR,2,1956
986,"Hurd, William Ballard",R,Rep,-3000000.0,TX,2,1977
987,"Jenkins, Evan H.",R,Rep,-3000000.0,WV,2,1960
988,"Katko, John",R,Rep,-3000000.0,NY,2,1962
989,"Kelly, Trent",R,Rep,-3000000.0,MS,2,1966
990,"Knight, Steve",R,Rep,-3000000.0,CA,2,1966
991,"Lahood, Darin",R,Rep,0.0,IL,2,1968
992,"Lawrence, Brenda L.",D,Rep,-3000000.0,MI,2,1954
993,"Lieu, Ted",D,Rep,0.0,CA,2,1969
994,"Loudermilk, Barry D.",R,Rep,-3000000.0,GA,2,1963
995,"Love, Ludmya Bourdeau (Mia)",R,Rep,-3000000.0,UT,2,1975
996,"Macarthur, Thomas Charles",R,Rep,0.0,NJ,2,1960
997,"Mcsally, Martha",R,Rep,0.0,AZ,2,1966
998,"Moolenaar, John",R,Rep,-3000000.0,MI,2,1961
999,"Mooney, Alex X.",R,Rep,-3000000.0,WV,2,1971
1000,"Moulton, Seth",D,Rep,-3000000.0,MA,2,1978
1001,"Newhouse, Daniel Milton",R,Rep,-3000000.0,WA,2,1955
1002,"Palmer, Gary James",R,Rep,-3000000.0,AL,2,1954
1003,"Plaskett, Stacey E.",D,Rep,0.0,VI,2,1966
1004,"Poliquin, Bruce Lee",R,Rep,-3000000.0,ME,2,1953
1005,"Radewagen, Aumua Amata Coleman",R,Rep,0.0,AS,2,1947
1006,"Ratcliffe, John",R,Rep,-3000000.0,TX,2,1965
1007,"Rice, Kathleen Maura",D,Rep,0.0,NY,2,1965
1008,"Rouzer, David",R,Rep,-3000000.0,NC,2,1972
1009,"Russell, Steve",R,Rep,-3000000.0,OK,2,1963
1010,"Stefanik, Elise M.",R,Rep,-3000000.0,NY,2,1984
1011,"Takai, Mark",D,Rep,0.0,HI,1,1967
1012,"Torres, Norma Judith",D,Rep,-3000000.0,CA,2,1965
1013,"Trott, David A.",R,Rep,-3000000.0,MI,2,1960
1014,"Walker, Bradley Mark",R,Rep,-3000000.0,NC,2,1969
1015,"Walters, Mimi",R,Rep,0.0,CA,2,1962
1016,"Watson coleman, Bonnie",D,Rep,0.0,NJ,2,1945
1017,"Westerman, Bruce Eugene",R,Rep,-3000000.0,AR,2,1967
1018,"Young, David",R,Rep,-3000000.0,IA,2,1968
1019,"Zeldin, Lee M",R,Rep,-3000000.0,NY,2,1980
1020,"Zinke, Ryan",R,Rep,0.0,MT,2,1961
1021,"Arrington, Jodey Cook",R,Rep,-3000000.0,TX,1,1972
1022,"Bacon, Donald J.",R,Rep,-3000000.0,NE,1,1963
1023,"Balderson, Troy",R,Rep,0.0,OH,1,1962
1024,"Banks, James E.",R,Rep,-3000000.0,IN,1,1979
1025,"Barragán, Nanette Diaz",D,Rep,0.0,CA,1,1976
1026,"Bergman, John",R,Rep,-3000000.0,MI,1,1947
1027,"Biggs, Andrew S.",R,Rep,-3000000.0,AZ,1,1958
1028,"Blunt rochester, Lisa",D,Rep,0.0,DE,1,1962
1029,"Brown, Anthony Gregory",D,Rep,0.0,MD,1,1961
1030,"Budd, Theodore Paul",R,Rep,-3000000.0,NC,1,1971
1031,"Carbajal, Salud",D,Rep,-3000000.0,CA,1,1964
1032,"Cheney, Liz",R,Rep,-3000000.0,WY,1,1966
1033,"Cloud, Michael",R,Rep,0.0,TX,1,1975
1034,"Correa, Jose Luis",D,Rep,-3000000.0,CA,1,1958
1035,"Crist, Charlie Joseph Jr.",D,Rep,-3000000.0,FL,1,1956
1036,"Curtis, John R.",R,Rep,0.0,UT,1,1960
1037,"Demings, Valdez Butler",D,Rep,-3000000.0,FL,1,1957
1038,"Dunn, Neal Patrick",R,Rep,-3000000.0,FL,1,1953
1039,"Espaillat, Adriano J.",D,Rep,0.0,NY,1,1954
1040,"Estes, Ron",R,Rep,-3000000.0,KS,1,1956
1041,"Faso, John J.",R,Rep,-3000000.0,NY,1,1952
1042,"Ferguson, Anderson Drew IV",R,Rep,-3000000.0,GA,1,1967
1043,"Fitzpatrick, Brian K.",R,Rep,-3000000.0,PA,1,1973
1044,"Gaetz, Matthew L. II",R,Rep,-3000000.0,FL,1,1982
1045,"Gallagher, Michael",R,Rep,-3000000.0,WI,1,1984
1046,"Garrett, Thomas Alexander Jr.",R,Rep,-3000000.0,VA,1,1972
1047,"Gianforte, Greg",R,Rep,0.0,MT,1,1961
1048,"Gomez, Jimmy",D,Rep,0.0,CA,1,1974
1049,"Gonzalez, Vicente Jr.",D,Rep,-3000000.0,TX,1,1967
1050,"González-cólon, Jenniffer",D,Rep,0.0,PR,1,1976
1051,"Gottheimer, Josh S.",D,Rep,-3000000.0,NJ,1,1975
1052,"Handel, Karen",R,Rep,0.0,GA,1,1962
1053,"Hern, Kevin",R,Rep,0.0,OK,1,1961
1054,"Higgins, Clay",R,Rep,-3000000.0,LA,1,1961
1055,"Hollingsworth, Joseph Albert III",R,Rep,-3000000.0,IN,1,1983
1056,"Jayapal, Pramila",D,Rep,0.0,WA,1,1965
1057,"Johnson, Mike",R,Rep,-3000000.0,LA,1,1972
1058,"Jones, Brenda",D,Rep,0.0,MI,1,1959
1059,"Khanna, Ro",D,Rep,-3000000.0,CA,1,1976
1060,"Kihuen, Ruben J.",D,Rep,-3000000.0,NV,1,1980
1061,"Krishnamoorthi, S. Raja",D,Rep,-3000000.0,IL,1,1973
1062,"Kustoff, David",R,Rep,-3000000.0,TN,1,1966
1063,"Lamb, Conor",D,Rep,0.0,PA,1,1984
1064,"Lawson, Alfred Jr.",D,Rep,-3000000.0,FL,1,1948
1065,"Lesko, Debbie",R,Rep,0.0,AZ,1,1958
1066,"Lewis, Jason Mark",R,Rep,-3000000.0,MN,1,1955
1067,"Marshall, Roger Wayne",R,Rep,-3000000.0,KS,1,1960
1068,"Mast, Brian Jeffery",R,Rep,-3000000.0,FL,1,1980
1069,"Mceachin, Aston Donald",D,Rep,0.0,VA,1,1961
1070,"Mitchell, Paul",R,Rep,-3000000.0,MI,1,1961
1071,"Morelle, Joseph",D,Rep,0.0,NY,1,1957
1072,"Murphy, Stephanie",D,Rep,-3000000.0,FL,1,1978
1073,"Norman, Ralph",R,Rep,0.0,SC,1,1953
1074,"O'halleran, Thomas C.",D,Rep,0.0,AZ,1,1946
1075,"Panetta, James Varni",D,Rep,-3000000.0,CA,1,1969
1076,"Raskin, Jamie Ben",D,Rep,0.0,MD,1,1962
1077,"Rooney, Francis",R,Rep,0.0,FL,1,1953
1078,"Rosen, Jacklyn Sheryl",D,Rep,-3000000.0,NV,1,1957
1079,"Rutherford, John Henry",R,Rep,-3000000.0,FL,1,1952
1080,"Scanlon, Mary Gay",D,Rep,0.0,PA,1,1959
1081,"Smucker, Lloyd K.",R,Rep,-3000000.0,PA,1,1964
1082,"Soto, Darren Michael",D,Rep,-3000000.0,FL,1,1978
1083,"Suozzi, Thomas",D,Rep,0.0,NY,1,1962
1084,"Taylor, Scott William",R,Rep,-3000000.0,VA,1,1979
1085,"Tenney, Claudia",R,Rep,-3000000.0,NY,1,1961
1086,"Wild, Susan",D,Rep,0.0,PA,1,1957
1087,"Abraham, Spencer",R,Sen,-131321000000.0,MI,2,1952
1088,"Akaka, Daniel Kahikina",D,Sen,-4191220000000.0,HI,8,1924
1089,"Allard, A. Wayne",R,Sen,-2509437500000.0,CO,6,1943
1090,"Ashcroft, John David",R,Sen,-131321000000.0,MO,2,1942
1091,"Baucus, Max Sieben",D,Sen,-4465205000000.0,MT,9,1941
1092,"Bennett, Robert",R,Sen,-3335061500000.0,UT,7,1933
1093,"Biden, Joseph Robinette, Jr. (Joe)",D,Sen,-3451739000000.0,DE,7,1942
1094,"Bingaman, Jesse Francis, Jr. (Jeff)",D,Sen,-4220452500000.0,NM,8,1943
1095,"Bond, Christopher Samuel (Kit)",R,Sen,-3347215500000.0,MO,7,1939
1096,"Boxer, Barbara",D,Sen,-4299503500000.0,CA,10,1940
1097,"Breaux, John Berlinger",D,Sen,-1340670500000.0,LA,4,1944
1098,"Brownback, Sam Dale",R,Sen,-2838250500000.0,KS,7,1956
1099,"Bryan, Richard H",D,Sen,-131493000000.0,NV,2,1937
1100,"Bumpers, Dale",D,Sen,-5855000000.0,AR,1,1925
1101,"Burns, Conrad",R,Sen,-937872500000.0,MT,5,1935
1102,"Byrd, Robert Carlyle",D,Sen,-2847743000000.0,WV,7,1917
1103,"Campbell, Ben Nighthorse",R,Sen,-296498500000.0,CO,4,1933
1104,"Chafee, John Hubbard",R,Sen,-5855000000.0,RI,2,1922
1105,"Cleland, Joseph Maxwell (Max)",D,Sen,-1279145500000.0,GA,3,1942
1106,"Coats, Daniel Ray",R,Sen,-156773000000.0,IN,4,1943
1107,"Cochran, William Thad",R,Sen,-3447975500000.0,MS,11,1937
1108,"Collins, Susan Margaret",R,Sen,-4580969500000.0,ME,11,1952
1109,"Conrad, Kent",D,Sen,-4202519000000.0,ND,8,1948
1110,"Coverdell, Paul",R,Sen,-115526000000.0,GA,2,1939
1111,"Craig, Larry Edwin",R,Sen,-3112936500000.0,ID,6,1945
1112,"D'amato, Alfonse Marcello",R,Sen,0.0,NY,1,1937
1113,"Daschle, Thomas Andrew",D,Sen,-1247931000000.0,SD,4,1947
1114,"Dewine, Michael",R,Sen,0.0,OH,5,1947
1115,"Dodd, Christopher John",D,Sen,-4189982000000.0,CT,7,1944
1116,"Domenici, Pete Vichi",R,Sen,-3141144000000.0,NM,6,1932
1117,"Dorgan, Byron Leslie",D,Sen,-4180122000000.0,ND,7,1942
1118,"Durbin, Richard Joseph",D,Sen,-4336037000000.0,IL,11,1944
1119,"Enzi, Michael B.",R,Sen,-2447195500000.0,WY,11,1944
1120,"Faircloth, Duncan McLauchlin (Lauch)",R,Sen,-5855000000.0,NC,1,1928
1121,"Faleomavaega, Eni F. H.",D,Sen,0.0,AS,1,1943
1122,"Feingold, Russell Dana",D,Sen,-2362555500000.0,WI,7,1953
1123,"Feinstein, Dianne",D,Sen,-4573873500000.0,CA,11,1933
1124,"Ford, Wendell Hampton",D,Sen,-5855000000.0,KY,1,1924
1125,"Frist, William H.",R,Sen,-942893500000.0,TN,5,1952
1126,"Glenn, John Herschel, Jr.",D,Sen,-4313000000.0,OH,1,1921
1127,"Gorton, Thomas Slade, III (Slade)",R,Sen,-114849000000.0,WA,2,1928
1128,"Graham, Daniel Robert (Bob)",D,Sen,-1248694500000.0,FL,4,1936
1129,"Gramm, William Philip (Phil)",R,Sen,-242015500000.0,TX,3,1942
1130,"Grams, Rod",R,Sen,-114921000000.0,MN,2,1948
1131,"Grassley, Charles Ernest",R,Sen,-4525376500000.0,IA,11,1933
1132,"Gregg, Judd Alan",R,Sen,-1742496500000.0,NH,7,1947
1133,"Hagel, Charles Timothy (Chuck)",R,Sen,-2253194500000.0,NE,6,1946
1134,"Harkin, Thomas Richard (Tom)",D,Sen,-4256395000000.0,IA,9,1939
1135,"Hatch, Orrin Grant",R,Sen,-3484971500000.0,UT,11,1934
1136,"Helms, Jesse",R,Sen,-204660500000.0,NC,3,1921
1137,"Hollings, Ernest Frederick (Fritz)",D,Sen,-1225623000000.0,SC,4,1922
1138,"Hutchinson, Timothy",R,Sen,-251615500000.0,AR,3,1949
1139,"Hutchison, Kathryn Ann Bailey (Kay)",R,Sen,-2924118500000.0,TX,8,1943
1140,"Inhofe, James Mountain",R,Sen,-2426012500000.0,OK,11,1934
1141,"Inouye, Daniel Ken",D,Sen,-4181250000000.0,HI,8,1924
1142,"Jeffords, James Merrill",R,Sen,-223249000000.0,VT,5,1934
1143,"Johnson, Timothy Peter (Tim)",D,Sen,-4446300000000.0,SD,9,1946
1144,"Kempthorne, Dirk",R,Sen,-5855000000.0,ID,1,1951
1145,"Kennedy, Edward Moore (Ted)",D,Sen,-3459900000000.0,MA,7,1932
1146,"Kerrey, J. Robert",D,Sen,-131493000000.0,NE,2,1943
1147,"Kerry, John Forbes",D,Sen,-4158870500000.0,MA,9,1943
1148,"Kohl, Herbert H.",D,Sen,-3815160000000.0,WI,8,1935
1149,"Kyl, Jon Llewellyn",R,Sen,-1789002500000.0,AZ,9,1942
1150,"Landrieu, Mary L.",D,Sen,-4488124000000.0,LA,9,1955
1151,"Lautenberg, Frank Raleigh",D,Sen,-3154257000000.0,NJ,8,1924
